episode,step_count,train_reward,train_throughput,train_drop_rate,train_jamming_failure_rate,train_fairness,epsilon,device,network_type,reward_processing_mode,reward_processing_scale,replay_size,avg_loss,avg_q,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,invalid_action_rate,backscatter_success_rate,active_success_rate
346,200,-1983.1467344074929,14.0,0.6142975893599335,0.47619047619047616,0.2840579710144923,0.050000000000000044,cuda,dueling,scale,100.0,78400,0.015685415295884013,0.37158926915377377,58.0,22.0,2.0,0.0275,0.5,1.0
347,200,-1989.961600747651,11.0,0.6135792120704108,0.8285714285714286,0.07986798679867982,0.050000000000000044,cuda,dueling,scale,100.0,78800,0.013195797326043248,0.3913641398772597,34.0,32.0,4.0,0.005,0.2619047619047619,0.0
348,200,-1877.7943434657452,48.0,0.579746835443038,0.5274725274725275,0.275268817204301,0.050000000000000044,cuda,dueling,scale,100.0,79200,0.012070549388881772,0.3310600453056395,91.0,82.0,13.0,0.0175,0.38613861386138615,0.5294117647058824
349,200,-1862.0422880945914,44.0,0.5810008481764207,0.41935483870967744,0.16937882764654416,0.050000000000000044,cuda,dueling,scale,100.0,79600,0.010786713620182126,0.3539217332191765,86.0,54.0,21.0,0.0425,0.603448275862069,0.3103448275862069
350,200,-2133.57163188993,1.0,0.637459807073955,0.75,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,80000,0.012038448341190815,0.30837034616619347,47.0,4.0,1.0,0.0025,0.25,0.0
351,200,-1908.8110924611801,43.0,0.5901911886949294,0.5490196078431373,0.15350767953507677,0.050000000000000044,cuda,dueling,scale,100.0,80400,0.01739585834555328,0.461571025820449,33.0,48.0,5.0,0.015,0.46987951807228917,0.4
352,200,-1963.0676603494592,51.0,0.5930138099106418,0.40384615384615385,0.12359230220955096,0.050000000000000044,cuda,dueling,scale,100.0,80800,0.012937924668658524,0.450120770810172,61.0,55.0,3.0,0.015,0.6301369863013698,1.0
353,200,-1836.4213447841105,71.0,0.5683512841756421,0.3835616438356164,0.15077015103933003,0.050000000000000044,cuda,dueling,scale,100.0,81200,0.013669790031854064,0.4602821047324687,31.0,68.0,6.0,0.0025,0.5855855855855856,0.6
354,200,-1907.0961965998279,19.0,0.5960378983634798,0.7704918032786885,0.21297935103244825,0.050000000000000044,cuda,dueling,scale,100.0,81600,0.01417326282011345,0.47374597581103445,87.0,58.0,8.0,0.015,0.1774193548387097,0.5333333333333333
355,200,-1872.0947622122578,19.0,0.5956896551724138,0.5,0.34879227053140066,0.050000000000000044,cuda,dueling,scale,100.0,82000,0.013468650756403805,0.4820763858966529,38.0,20.0,10.0,0.0075,0.44,0.4444444444444444
356,200,-1879.8631612214467,44.0,0.5795744680851064,0.5742574257425742,0.12579597141000648,0.050000000000000044,cuda,dueling,scale,100.0,82400,0.02026112105464563,0.5910864314436912,11.0,101.0,6.0,0.0225,0.3559322033898305,0.2
357,200,-2034.5274918562895,21.0,0.6189320388349514,0.717948717948718,0.1555555555555555,0.050000000000000044,cuda,dueling,scale,100.0,82800,0.018263531525153667,0.5987165842950344,48.0,30.0,9.0,0.0,0.3695652173913043,0.23529411764705882
358,200,-1980.7791098842024,3.0,0.616751269035533,0.8333333333333334,0.11999999999999841,0.050000000000000044,cuda,dueling,scale,100.0,83200,0.015281895918305963,0.6170627869665622,33.0,11.0,1.0,0.0,0.21428571428571427,0.0
359,200,-2241.008460461479,6.0,0.6228287841191067,0.72,0.1199999999999996,0.050000000000000044,cuda,dueling,scale,100.0,83600,0.013262761011719703,0.582076659668237,70.0,22.0,4.0,0.0225,0.15,0.0
360,200,-2045.2519062919419,8.0,0.6229372937293729,0.65,0.1422222222222219,0.050000000000000044,cuda,dueling,scale,100.0,84000,0.015665499372407795,0.5848200085293501,36.0,18.0,6.0,0.03,0.35714285714285715,0.375
361,200,-1842.0364761482283,20.0,0.5898778359511344,0.6875,0.15873015873015867,0.050000000000000044,cuda,dueling,scale,100.0,84400,0.02298278920352459,0.7447063062340021,35.0,26.0,8.0,0.005,0.4,0.3076923076923077
362,200,-2134.3948624817367,6.0,0.6400947119179163,0.5,0.1999999999999989,0.050000000000000044,cuda,dueling,scale,100.0,84800,0.01685510673094541,0.6955133595317602,35.0,6.0,2.0,0.0,0.3333333333333333,1.0
363,200,-1906.14224963894,12.0,0.6024096385542169,0.7,0.06666666666666664,0.050000000000000044,cuda,dueling,scale,100.0,85200,0.017595660714432595,0.7294908392801881,55.0,23.0,6.0,0.0225,0.5454545454545454,0.0
364,200,-1850.2961222219387,0.0,0.6052631578947368,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,85600,0.015255891599226743,0.7619493335485459,24.0,14.0,1.0,0.0,0.0,0.0
365,200,-2000.6605824913263,7.0,0.62106135986733,0.7142857142857143,0.15555555555555506,0.050000000000000044,cuda,dueling,scale,100.0,86000,0.01667109947418794,0.7350150487571955,84.0,14.0,10.0,0.025,0.2222222222222222,0.3333333333333333
366,200,-2062.980386723926,2.0,0.6270627062706271,0.9230769230769231,0.06666666666666556,0.050000000000000044,cuda,dueling,scale,100.0,86400,0.023137904847972096,0.9045238039642572,40.0,17.0,10.0,0.0475,0.0,0.10526315789473684
367,200,-1955.455203212609,10.0,0.6068376068376068,0.8775510204081632,0.09803921568627441,0.050000000000000044,cuda,dueling,scale,100.0,86800,0.021642853014636785,0.8805225647240877,56.0,41.0,11.0,0.0075,0.14285714285714285,0.19047619047619047
368,200,-2058.558349348046,17.0,0.6215559157212318,0.7435897435897436,0.1705014749262536,0.050000000000000044,cuda,dueling,scale,100.0,87200,0.02003904608078301,0.9279390418529511,52.0,24.0,17.0,0.0125,0.2413793103448276,0.35714285714285715
369,200,-1860.5840836116636,57.0,0.5579773321708805,0.17777777777777778,0.24419391206313412,0.050000000000000044,cuda,dueling,scale,100.0,87600,0.022046527129132302,0.9046405293047428,32.0,36.0,9.0,0.005,0.88,0.7647058823529411
370,200,-2000.8655829241948,8.0,0.6205468102734052,0.5,0.1422222222222219,0.050000000000000044,cuda,dueling,scale,100.0,88000,0.017683812249451876,0.8917314495146275,30.0,12.0,2.0,0.0075,0.4117647058823529,0.3333333333333333
371,200,-2004.7591595697525,24.0,0.6136919315403423,0.3870967741935484,0.161344537815126,0.050000000000000044,cuda,dueling,scale,100.0,88400,0.030523584648035465,1.098892862200737,15.0,32.0,3.0,0.025,0.5384615384615384,0.6
372,200,-1991.987797995104,24.0,0.6151288445552785,0.6060606060606061,0.11779141104294476,0.050000000000000044,cuda,dueling,scale,100.0,88800,0.022592656295746565,1.080746227055788,56.0,32.0,2.0,0.0025,0.41379310344827586,0.0
373,200,-2107.998293225526,8.0,0.6324237560192616,0.2222222222222222,0.10666666666666648,0.050000000000000044,cuda,dueling,scale,100.0,89200,0.02074702084530145,1.0859417650103569,4.0,8.0,1.0,0.0,0.75,1.0
374,200,-1982.049194130311,13.0,0.6082910321489001,0.8541666666666666,0.15433789954337887,0.050000000000000044,cuda,dueling,scale,100.0,89600,0.02274425233947113,1.0711709429323673,58.0,35.0,16.0,0.025,0.0,0.43333333333333335
375,200,-2043.2172886633768,34.0,0.6197295147175815,0.5121951219512195,0.12887402452619842,0.050000000000000044,cuda,dueling,scale,100.0,90000,0.022417050651274622,1.0615841870009899,46.0,31.0,14.0,0.015,0.5227272727272727,0.4782608695652174
376,200,-1905.3554318178583,5.0,0.5998240985048373,0.9347826086956522,0.18518518518518381,0.050000000000000044,cuda,dueling,scale,100.0,90400,0.03191218741703779,1.252332498729229,41.0,40.0,6.0,0.0225,0.025,0.3333333333333333
377,200,-2076.0110217168753,4.0,0.6308943089430894,0.8333333333333334,0.13333333333333222,0.050000000000000044,cuda,dueling,scale,100.0,90800,0.026403175415471197,1.2592140883207321,28.0,10.0,9.0,0.005,0.0,0.25
378,200,-2008.1253821065668,2.0,0.6236469608659451,0.75,0.06666666666666556,0.050000000000000044,cuda,dueling,scale,100.0,91200,0.025353599167428912,1.2257913464307786,29.0,3.0,1.0,0.0,0.3333333333333333,0.0
379,200,-1981.5641364577898,5.0,0.6195652173913043,0.0,0.12820512820512756,0.050000000000000044,cuda,dueling,scale,100.0,91600,0.023215148048475385,1.2168528823554516,32.0,6.0,1.0,0.0075,1.0,1.0
380,200,-2119.7307408656948,12.0,0.6104553119730185,0.8953488372093024,0.2399999999999996,0.050000000000000044,cuda,dueling,scale,100.0,92000,0.02416093396488577,1.2164807729423046,25.0,80.0,8.0,0.01,0.1111111111111111,0.16666666666666666
381,200,-2000.5258256129553,0.0,0.6256239600665557,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,92400,0.034229649757035074,1.4192443826794625,30.0,18.0,5.0,0.0125,0.0,0.0
382,200,-1847.0476393755862,45.0,0.5797962648556876,0.5178571428571429,0.268389662027833,0.050000000000000044,cuda,dueling,scale,100.0,92800,0.02736260342411697,1.400914627313614,39.0,43.0,18.0,0.0425,0.41304347826086957,0.7222222222222222
383,200,-1925.8094341987517,7.0,0.6053540587219344,0.875,0.15555555555555506,0.050000000000000044,cuda,dueling,scale,100.0,93200,0.027289673327468334,1.4305657744407654,75.0,27.0,5.0,0.0325,0.06818181818181818,0.4
384,200,-1990.438429451635,7.0,0.6166107382550335,0.7619047619047619,0.25128205128205,0.050000000000000044,cuda,dueling,scale,100.0,93600,0.029615297461859882,1.3779426276683808,60.0,20.0,3.0,0.04,0.22727272727272727,0.3333333333333333
385,200,-2078.0862203461097,20.0,0.6197411003236246,0.6666666666666666,0.06666666666666665,0.050000000000000044,cuda,dueling,scale,100.0,94000,0.02602110243868083,1.3640550938248635,36.0,57.0,5.0,0.0125,0.32727272727272727,0.4
386,200,-2255.5767865077164,4.0,0.6229235880398671,0.0,0.13333333333333222,0.050000000000000044,cuda,dueling,scale,100.0,94400,0.03718436947092414,1.6836944749951364,1.0,1.0,1.0,0.0,1.0,1.0
387,200,-1976.2120332628317,55.0,0.5976095617529881,0.21311475409836064,0.1783082817565576,0.050000000000000044,cuda,dueling,scale,100.0,94800,0.032365176435559986,1.6385880675911904,17.0,68.0,10.0,0.0525,0.803921568627451,0.7
388,200,-1990.0586467529843,18.0,0.6138613861386139,0.4375,0.06666666666666665,0.050000000000000044,cuda,dueling,scale,100.0,95200,0.032396406754851344,1.696079593002796,14.0,14.0,2.0,0.0075,0.6666666666666666,1.0
389,200,-1854.5105623831507,42.0,0.5784061696658098,0.5432098765432098,0.29547738693467335,0.050000000000000044,cuda,dueling,scale,100.0,95600,0.033430231418460604,1.7102390280365944,24.0,77.0,11.0,0.0175,0.40963855421686746,0.36363636363636365
390,200,-1925.1428618325328,4.0,0.6010544815465729,0.8,0.17777777777777581,0.050000000000000044,cuda,dueling,scale,100.0,96000,0.03549721223302185,1.6784141501784324,3.0,14.0,1.0,0.0,0.26666666666666666,0.0
391,200,-1989.3654771866586,9.0,0.5861136158701533,0.6842105263157895,0.10188679245283006,0.050000000000000044,cuda,dueling,scale,100.0,96400,0.0505859938217327,1.9490909957885743,40.0,12.0,8.0,0.02,0.21428571428571427,0.42857142857142855
392,200,-2053.3770264022,10.0,0.6192052980132451,0.859375,0.09803921568627441,0.050000000000000044,cuda,dueling,scale,100.0,96800,0.03685459040571004,1.871024883389473,20.0,51.0,16.0,0.01,0.18,0.038461538461538464
393,200,-2062.5959702738987,1.0,0.6330349877949553,0.875,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,97200,0.044046867936849594,1.994753749370575,92.0,6.0,3.0,0.06,0.0,0.3333333333333333
394,200,-1970.4882349203108,1.0,0.6177966101694915,0.9473684210526315,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,97600,0.03972319783642888,1.963880596756935,19.0,16.0,5.0,0.005,0.0,0.1111111111111111
395,200,-1995.8075780575662,7.0,0.6123833757421544,0.9259259259259259,0.15555555555555506,0.050000000000000044,cuda,dueling,scale,100.0,98000,0.038204951658844945,2.009484688043594,9.0,47.0,9.0,0.01,0.08771929824561403,0.1111111111111111
396,200,-2092.249121182283,46.0,0.6196746707978311,0.5967741935483871,0.22462845010615706,0.050000000000000044,cuda,dueling,scale,100.0,98400,0.049610675843432546,2.188932400345802,80.0,48.0,16.0,0.025,0.3076923076923077,0.8387096774193549
397,200,-1879.189053813733,10.0,0.6003475238922676,0.23076923076923078,0.15873015873015847,0.050000000000000044,cuda,dueling,scale,100.0,98800,0.04254398016259074,2.1538555026054382,99.0,18.0,0.0,0.0175,0.7142857142857143,0.0
398,200,-2124.326389916934,21.0,0.6247011952191235,0.7222222222222222,0.15891891891891888,0.050000000000000044,cuda,dueling,scale,100.0,99200,0.04083388760220259,2.131478328704834,33.0,56.0,16.0,0.0075,0.30158730158730157,0.0625
399,200,-1975.9645953579814,13.0,0.6102693602693603,0.7884615384615384,0.212578616352201,0.050000000000000044,cuda,dueling,scale,100.0,99600,0.03774125789757818,2.153262127041817,114.0,50.0,7.0,0.0425,0.2,0.18181818181818182
400,200,-1919.2421810964406,2.0,0.6062717770034843,0.9230769230769231,0.06666666666666556,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04324821898713708,2.1652726411819456,37.0,25.0,2.0,0.0025,0.08333333333333333,0.0
401,200,-1884.4981328851009,36.0,0.590564448188711,0.2619047619047619,0.208695652173913,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.053729394022375344,2.3949600678682326,47.0,36.0,6.0,0.0075,0.7222222222222222,0.8333333333333334
402,200,-2102.7915528247026,10.0,0.6210873146622735,0.8222222222222222,0.18518518518518484,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.042241450818255546,2.261954334974289,41.0,42.0,5.0,0.055,0.2,0.0
403,200,-1876.530505615316,18.0,0.5923344947735192,0.6,0.18305084745762704,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04244399017654359,2.229296704530716,65.0,42.0,3.0,0.0425,0.3673469387755102,0.0
404,200,-2177.77776688288,2.0,0.6474258970358814,0.6666666666666666,0.1333333333333289,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.039537897286936644,2.1809565514326095,51.0,4.0,2.0,0.0025,0.16666666666666666,0.3333333333333333
405,200,-1962.3022058366678,19.0,0.606239460370995,0.6590909090909091,0.2056980056980056,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.040353490747511385,2.1689811295270918,56.0,35.0,9.0,0.03,0.23809523809523808,0.5294117647058824
406,200,-2169.7683311806313,11.0,0.6354249404289118,0.8983050847457628,0.15220125786163502,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05875977295450866,2.550000773072243,119.0,44.0,16.0,0.0425,0.14285714285714285,0.0625
407,200,-2015.8782423518364,3.0,0.6228143213988343,0.92,0.11999999999999841,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04666662682779133,2.4172510558366778,50.0,24.0,1.0,0.0025,0.041666666666666664,1.0
408,200,-2078.7469210673867,4.0,0.6323886639676113,0.6,0.06666666666666639,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04499559628777206,2.4321098273992536,13.0,5.0,0.0,0.0025,0.5,0.0
409,200,-2096.431885553799,23.0,0.6090909090909091,0.42857142857142855,0.13308176100628927,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.03996451592538506,2.267045846581459,9.0,27.0,2.0,0.0025,0.4883720930232558,1.0
410,200,-1964.3771818808402,24.0,0.6069651741293532,0.48717948717948717,0.2430379746835442,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.045209394111298026,2.3665953266620634,34.0,37.0,3.0,0.0075,0.35714285714285715,0.6666666666666666
411,200,-2220.520494660516,6.0,0.6423529411764706,0.918918918918919,0.1199999999999996,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.054465320790186525,2.4888882356882096,61.0,42.0,8.0,0.035,0.125,0.0
412,200,-1934.8692356987065,56.0,0.5753660637381568,0.5384615384615384,0.11811676082862524,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04307854164391756,2.3844272696971895,50.0,82.0,27.0,0.0125,0.49411764705882355,0.28
413,200,-1947.5902808320698,54.0,0.581453634085213,0.7142857142857143,0.21599999999999997,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04527982001192868,2.4322859293222425,100.0,142.0,16.0,0.0525,0.2122905027932961,0.5333333333333333
414,200,-2073.7240171160165,12.0,0.6274193548387097,0.76,0.11999999999999991,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.039171646065078676,2.3816873276233674,128.0,20.0,5.0,0.0075,0.09523809523809523,1.0
415,200,-2116.6985206915733,35.0,0.606969205834684,0.1724137931034483,0.15615041427660928,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.03997691811528057,2.3463655138015747,43.0,14.0,15.0,0.0,0.8571428571428571,0.7931034482758621
416,200,-1868.8458500872496,34.0,0.5972579263067695,0.3225806451612903,0.16397163120567373,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05066070787608624,2.6305543255805968,56.0,22.0,10.0,0.0325,0.6296296296296297,0.9444444444444444
417,200,-1819.9537168099807,17.0,0.5848888888888889,0.4666666666666667,0.15922865013774096,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04384287036489695,2.6227379316091537,44.0,26.0,8.0,0.0175,0.6818181818181818,0.125
418,200,-2034.026151514763,0.0,0.6246872393661385,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04918270001187921,2.6613269889354707,45.0,55.0,4.0,0.01,0.0,0.0
419,200,-2001.162657563385,38.0,0.6105347166799681,0.10810810810810811,0.1763125763125763,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.044974366603419184,2.6182171547412874,36.0,30.0,7.0,0.0075,0.8333333333333334,1.0
420,200,-1993.4783295388793,47.0,0.5998389694041868,0.5540540540540541,0.18712409995764503,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.043174033677205445,2.632592288851738,101.0,49.0,32.0,0.025,0.3617021276595745,0.5357142857142857
421,200,-2178.5161760458086,0.0,0.6212121212121212,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05996613126248121,2.8792119991779326,31.0,31.0,3.0,0.0,0.0,0.0
422,200,-2081.296076305101,9.0,0.6152556580050293,0.8148148148148148,0.08307692307692299,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05379879203625024,2.881673189997673,35.0,28.0,1.0,0.005,0.2903225806451613,0.0
423,200,-2266.0617537515136,4.0,0.6496913580246914,0.9491525423728814,0.17777777777777581,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04884746017865837,2.8696509581804275,32.0,61.0,5.0,0.0175,0.06451612903225806,0.0
424,200,-1767.593488614537,61.0,0.5673575129533679,0.41379310344827586,0.13758550563875024,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.057300468431785705,2.912783150076866,27.0,47.0,11.0,0.0,0.7014925373134329,0.6363636363636364
425,200,-1939.240744732728,0.0,0.6186440677966102,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.050986580178141595,2.849715270996094,28.0,14.0,4.0,0.02,0.0,0.0
426,200,-1906.2001102742768,13.0,0.603595890410959,0.6956521739130435,0.15433789954337887,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06152945941314101,3.052722865343094,10.0,18.0,6.0,0.0025,0.20833333333333334,0.8
427,200,-1833.1122700482454,15.0,0.5844504021447721,0.8245614035087719,0.16129032258064505,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05345017023384571,2.983517085313797,98.0,55.0,5.0,0.0075,0.20634920634920634,0.3333333333333333
428,200,-2068.6435540450216,28.0,0.6160642570281124,0.7424242424242424,0.2512820512820512,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04973848751746118,3.088460403084755,54.0,55.0,20.0,0.0225,0.08823529411764706,0.55
429,200,-2058.1647189275027,15.0,0.6228710462287105,0.5294117647058824,0.1685393258426965,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04855617172084749,3.0201955622434618,34.0,10.0,9.0,0.0225,0.1111111111111111,0.8235294117647058
430,200,-1959.5044458872771,4.0,0.6152542372881356,0.5,0.13333333333333222,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.062233889009803534,3.0234382981061936,61.0,3.0,1.0,0.0,0.4,1.0
431,200,-1975.5069092057947,26.0,0.6091954022988506,0.4074074074074074,0.17742782152230968,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.07466236853040754,3.2977017045021055,55.0,17.0,11.0,0.01,0.47058823529411764,0.9
432,200,-2113.694884343036,0.0,0.6338486574450773,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.056901616193354126,3.398670871257782,62.0,44.0,10.0,0.0125,0.0,0.0
433,200,-1926.447429583028,15.0,0.6082561078348778,0.1,0.19480519480519465,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05143266678787768,2.929016372561455,57.0,8.0,3.0,0.005,0.9,1.0
434,200,-1973.8059230731003,15.0,0.6075949367088608,0.76,0.21126760563380265,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04157810273580253,2.707227661013603,37.0,47.0,3.0,0.0,0.19148936170212766,1.0
435,200,-2029.2785291738865,5.0,0.6248969497114591,0.8695652173913043,0.09803921568627413,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04218663743697107,2.7440325033664705,43.0,22.0,2.0,0.0175,0.19230769230769232,0.0
436,200,-2030.2633181743674,11.0,0.6248982912937348,0.2727272727272727,0.32266666666666577,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05229665615595877,2.9464473342895507,48.0,5.0,7.0,0.01,0.75,0.6666666666666666
437,200,-2078.323614790415,1.0,0.6333333333333333,0.9473684210526315,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.0443605166580528,2.8657742404937743,25.0,19.0,5.0,0.015,0.058823529411764705,0.0
438,200,-2047.0426291871884,5.0,0.6291768541157294,0.3333333333333333,0.12820512820512756,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04859731833450496,2.8957398784160615,48.0,4.0,2.0,0.0075,0.75,0.5
439,200,-2051.3875994939085,29.0,0.620744259699129,0.3333333333333333,0.2469897209985315,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04626536184921861,2.8419040954113006,78.0,24.0,18.0,0.0325,0.7727272727272727,0.46153846153846156
440,200,-1944.3524802307393,1.0,0.6161702127659574,0.9,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.042339947670698166,2.8404978489875794,5.0,9.0,1.0,0.0,0.09090909090909091,0.0
441,200,-2141.545352524892,2.0,0.6252072968490879,0.8,0.06666666666666556,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05319006792269647,3.158095238208771,99.0,4.0,1.0,0.105,0.4,0.0
442,200,-2100.021429260524,12.0,0.6330420969023034,0.7307692307692307,0.09230769230769226,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.047335725175216795,3.0885742330551147,18.0,20.0,7.0,0.01,0.06666666666666667,0.8333333333333334
443,200,-1992.5676231149432,46.0,0.6006441223832528,0.5846153846153846,0.17901861252115056,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04504615805111825,3.064705582857132,109.0,48.0,19.0,0.0225,0.3888888888888889,0.5
444,200,-1895.7074994222992,8.0,0.6078767123287672,0.5,0.10666666666666648,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.045513620991259815,3.0598502707481385,43.0,6.0,3.0,0.0125,0.3333333333333333,1.0
445,200,-2058.388933532554,6.0,0.6237623762376238,0.8181818181818182,0.1199999999999996,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04844240751117468,3.0609822344779967,10.0,41.0,1.0,0.0225,0.13636363636363635,0.0
446,200,-1961.7302595957806,23.0,0.6084437086092715,0.42857142857142855,0.06666666666666667,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.061325939754024145,3.358481593132019,62.0,21.0,1.0,0.015,0.7419354838709677,0.0
447,200,-1999.3909405477964,4.0,0.6152542372881356,0.9259259259259259,0.10666666666666597,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05386417630128562,3.2908849358558654,44.0,49.0,12.0,0.02,0.036585365853658534,0.05263157894736842
448,200,-2030.75437937417,29.0,0.6189320388349514,0.10714285714285714,0.08746749869994798,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.0464874576870352,3.269399607181549,13.0,26.0,5.0,0.01,0.9130434782608695,0.8
449,200,-2134.5698525248936,1.0,0.6333333333333333,0.9855072463768116,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04783978429622948,3.2530412900447847,43.0,70.0,1.0,0.04,0.014285714285714285,0.0
450,200,-2064.3958746750445,5.0,0.6248969497114591,0.8947368421052632,0.06666666666666649,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.054057169063016774,3.287471876144409,19.0,36.0,5.0,0.0125,0.08571428571428572,0.2
451,200,-2143.6039139247123,0.0,0.6293245469522241,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.0605785717163235,3.480668910741806,22.0,1.0,1.0,0.0,0.0,0.0
452,200,-1946.7868401871588,0.0,0.6179966044142614,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05775192148983479,3.4919690787792206,29.0,21.0,1.0,0.0025,0.0,0.0
453,200,-2088.396855194635,7.0,0.6329317269076306,0.0,0.06666666666666657,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05671825958415866,3.508010685443878,19.0,8.0,0.0,0.0075,1.0,0.0
454,200,-1844.657330336513,34.0,0.5877342419080068,0.2727272727272727,0.3265536723163841,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.051553039755672214,3.4339720892906187,33.0,29.0,5.0,0.0025,0.7647058823529411,0.8
455,200,-1999.4999697478188,10.0,0.6137699412258606,0.3076923076923077,0.15873015873015847,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.04869196148589253,3.4058989834785462,26.0,11.0,2.0,0.0,0.6153846153846154,0.5
456,200,-1875.1992347247638,23.0,0.5964163822525598,0.42105263157894735,0.08707818930041152,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06346090643666685,3.695286132097244,15.0,38.0,1.0,0.0025,0.5789473684210527,1.0
457,200,-2177.7847814570805,0.0,0.6208930075821398,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05400548147037625,3.6944102478027343,83.0,15.0,1.0,0.0075,0.0,0.0
458,200,-1955.6016995991865,43.0,0.5972222222222222,0.49206349206349204,0.183705911574764,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.057061834745109084,3.6586841487884523,34.0,68.0,4.0,0.03,0.4936708860759494,0.5
459,200,-1903.5442429241969,67.0,0.5875102711585867,0.5368421052631579,0.2071049596309112,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05387187738902867,3.6611410760879517,14.0,105.0,2.0,0.03,0.40853658536585363,0.0
460,200,-2110.1080388163928,4.0,0.6216666666666667,0.9615384615384616,0.06666666666666639,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05236677426844835,3.6545937037467957,69.0,72.0,8.0,0.0075,0.03305785123966942,0.0
461,200,-2112.792145187349,23.0,0.6222044728434505,0.7903225806451613,0.08751033912324234,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06296877027489245,3.8055269730091097,34.0,66.0,3.0,0.0175,0.3194444444444444,0.0
462,200,-2134.541798556598,1.0,0.6351132686084142,0.9821428571428571,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05968093134462833,3.733729039430618,120.0,57.0,8.0,0.0775,0.014285714285714285,0.0
463,200,-1991.9544210673919,0.0,0.6231155778894473,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.051591346561908724,3.711133440732956,71.0,25.0,1.0,0.045,0.0,0.0
