total_reward,total_throughput,avg_throughput_per_frame,packet_delivery_ratio,packet_drop_rate,avg_queue_length,avg_delay_proxy,energy_efficiency,uav_energy_consumption,iot_energy_consumption,total_energy_consumption,jamming_failure_rate,collision_count,fairness_index,duplicate_target_count,invalid_action_count,invalid_action_rate,out_of_coverage_action_count,out_of_coverage_action_rate,no_queue_selected_count,insufficient_energy_count,busy_mode_invalid_count,jammed_transmission_count,jammed_transmission_rate,successful_backscatter_packets,successful_active_packets,attempted_backscatter_packets,attempted_active_packets,backscatter_success_rate,active_success_rate,harvested_energy_total,mode_usage_idle,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,mode_usage_relay,mode_usage_avoid_jammer,greedy_fallback_count,per_uav_served_packets_uav_0,per_iot_delivered_packets_iot_0,per_iot_delivered_packets_iot_1,per_iot_delivered_packets_iot_2,per_iot_delivered_packets_iot_3,per_iot_delivered_packets_iot_4,episode_id,policy_name,scenario_name
-758.4099258121906,119.0,0.595,0.24688796680497926,0.5767634854771784,14.672999999999996,24.660504201680666,19.83333333333338,5.999999999999987,0.0,5.999999999999987,0.0,0.0,0.2993552478596343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,119.0,0.0,1.0,0.0,1.0,80.0,1.0,119.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,25.0,94.0,20,backscatter_only,scenario_0_no_jammer_calibrated
-891.7267488325928,108.0,0.54,0.2049335863377609,0.6375711574952562,14.955000000000007,27.694444444444457,19.81651376146793,5.449999999999989,0.0,5.449999999999989,0.0,0.0,0.2360655737704918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,108.0,0.0,1.0,0.0,1.0,91.0,1.0,108.0,0.0,0.0,0.0,0.0,108.0,0.0,9.0,0.0,0.0,99.0,21,backscatter_only,scenario_0_no_jammer_calibrated
-755.8701639733724,118.0,0.59,0.24481327800829875,0.5746887966804979,14.582999999999993,24.716949152542362,20.000000000000043,5.899999999999987,0.0,5.899999999999987,0.0,0.0,0.3090788013318535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,118.0,0.0,1.0,0.0,0.0,82.0,0.0,118.0,0.0,0.0,0.0,0.0,118.0,91.0,0.0,27.0,0.0,0.0,22,backscatter_only,scenario_0_no_jammer_calibrated
-860.9076446368784,112.0,0.56,0.21705426356589147,0.6162790697674418,15.317999999999994,27.353571428571417,20.000000000000043,5.599999999999988,0.0,5.599999999999988,0.0,0.0,0.21100084104289318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,112.0,0.0,1.0,0.0,0.0,88.0,0.0,112.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,109.0,3.0,23,backscatter_only,scenario_0_no_jammer_calibrated
-796.0631233673394,114.0,0.57,0.22937625754527163,0.5774647887323944,15.471999999999996,27.143859649122803,19.487179487179528,5.849999999999987,0.0,5.849999999999987,0.0,0.0,0.28142052836725856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,116.0,0.0,0.9827586206896551,0.0,1.0,83.0,1.0,116.0,0.0,0.0,0.0,0.0,114.0,94.0,0.0,0.0,0.0,20.0,24,backscatter_only,scenario_0_no_jammer_calibrated
-838.0207004246568,102.0,0.51,0.21030927835051547,0.6268041237113402,15.285000000000004,29.970588235294123,19.460370206379203,5.241421356237299,0.0,5.241421356237299,0.0,0.0,0.2679371619881535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,102.0,0.0,1.0,0.0,0.0,98.0,0.0,102.0,0.0,0.0,0.0,0.0,102.0,0.0,14.0,87.0,1.0,0.0,25,backscatter_only,scenario_0_no_jammer_calibrated
-792.2520708230004,115.0,0.575,0.23517382413087934,0.6032719836400818,14.441,25.114782608695656,19.355637835595207,5.941421356237297,0.0,5.941421356237297,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,115.0,0.0,1.0,0.0,1.0,84.0,1.0,115.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,23.0,0.0,92.0,26,backscatter_only,scenario_0_no_jammer_calibrated
-818.3952872650622,107.0,0.535,0.21703853955375255,0.6166328600405679,14.462000000000003,27.031775700934585,18.995737225723637,5.632842712474607,0.0,5.632842712474607,0.0,0.0,0.28251696483652067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,1.0,0.0,0.0,93.0,0.0,107.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,88.0,0.0,19.0,27,backscatter_only,scenario_0_no_jammer_calibrated
-783.8240748382959,109.0,0.545,0.229957805907173,0.5928270042194093,14.949999999999998,27.43119266055045,19.639639639639682,5.549999999999988,0.0,5.549999999999988,0.0,0.0,0.21131169408626055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,110.0,0.0,0.990909090909091,0.0,1.0,89.0,1.0,110.0,0.0,0.0,0.0,0.0,109.0,106.0,3.0,0.0,0.0,0.0,28,backscatter_only,scenario_0_no_jammer_calibrated
-802.9108455101191,98.0,0.49,0.208067940552017,0.6178343949044586,14.62799999999998,29.853061224489757,19.600000000000037,4.99999999999999,0.0,4.99999999999999,0.0,0.0,0.31738268341044285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,99.0,0.0,0.98989898989899,0.0,1.0,100.0,1.0,99.0,0.0,0.0,0.0,0.0,98.0,0.0,74.0,0.0,24.0,0.0,29,backscatter_only,scenario_0_no_jammer_calibrated
